2016-02-22,"58,913"
2016-02-23,"57,53"
2016-02-24,"56,865"
2016-02-25,"57,385"
2016-02-26,"58,358"
2016-02-29,"58,159"
2016-03-01,"57,476"
2016-03-02,"56,293"
2016-03-03,"58,895"
2016-03-04,"58,576"
2016-03-07,"59,914"
2016-03-08,"58,231"
2016-03-09,"57,421"
2016-03-10,"56,784"
2016-03-11,"58,231"
2016-03-14,"57,621"
2016-03-15,"57,757"
2016-03-16,"58,34"
2016-03-17,"59,751"
2016-03-18,"61,524"
2016-03-21,"61,87"
2016-03-22,"62,07"
2016-03-23,"61,706"
2016-03-24,"63,498"
2016-03-29,"64,727"
2016-03-30,"67,13"
2016-03-31,"67,239"
2016-04-01,"65,973"
2016-04-04,"67,011"
2016-04-05,"65,746"
2016-04-06,"64,326"
2016-04-07,"63,69"
2016-04-08,"64,472"
2016-04-11,"64,718"
2016-04-12,"63,963"
2016-04-13,"65,518"
2016-04-14,"65,727"
2016-04-15,"65,482"
2016-04-18,"64,764"
2016-04-19,"66,592"
2016-04-20,"66,856"
2016-04-21,"65,391"
2016-04-22,"63,699"
2016-04-25,"63,69"
2016-04-26,"63,69"
2016-04-27,"62,362"
2016-04-28,"63,49"
2016-04-29,"62,552"
2016-05-02,"62,461"
2016-05-04,"61,142"
2016-05-05,"60,824"
2016-05-06,"60,568"
2016-05-09,"60,642"
2016-05-10,"59,868"
2016-05-11,"61,47"
2016-05-12,"62,826"
2016-05-13,"62,552"
2016-05-16,"62,907"
2016-05-17,"61,916"
2016-05-18,"61,589"
2016-05-19,"60,469"
2016-05-20,"62,634"
2016-05-23,"62,079"
2016-05-24,"62,962"
2016-05-25,"63,69"
2016-05-27,"63,052"
2016-05-30,"62,781"
2016-05-31,"62,943"
2016-06-01,"62,781"
2016-06-02,"62,508"
2016-06-03,"63,181"
2016-06-06,"61,779"
2016-06-07,"62,616"
2016-06-08,"63,079"
2016-06-09,"61,625"
2016-06-10,"61,706"
2016-06-13,"62,552"
2016-06-14,"61,606"
2016-06-15,"61,443"
2016-06-16,"61,706"
2016-06-17,"61,87"
2016-06-20,"62,552"
2016-06-21,"62,798"
2016-06-22,"63,462"
2016-06-23,"66,009"
2016-06-24,"62,826"
2016-06-27,"63,062"
2016-06-28,"63,644"
2016-06-29,"63,462"
2016-06-30,"62,826"
2016-07-01,"62,625"
2016-07-04,"61,688"
2016-07-05,"61,088"
2016-07-06,"60,369"
2016-07-07,"60,524"
2016-07-08,"58,276"
2016-07-11,"58,75"
2016-07-12,"59,996"
2016-07-13,"59,241"
2016-07-14,"58,386"
2016-07-15,"59,231"
2016-07-18,"61,344"
2016-07-19,"62,226"
2016-07-20,"60,639"
2016-07-21,"60,827"
2016-07-22,"59,86"
2016-07-25,"61,09"
2016-07-26,"61,662"
2016-07-27,"61,39"
2016-07-28,"59,316"
2016-07-29,"58,621"
2016-08-01,"58,959"
2016-08-02,"58,715"
2016-08-03,"58,499"
2016-08-04,"60,357"
2016-08-05,"60,545"
2016-08-08,"61,174"
2016-08-09,"61,709"
2016-08-10,"62,863"
2016-08-11,"63,004"
2016-08-12,"62,451"
2016-08-16,"61,015"
2016-08-17,"60,17"
2016-08-18,"60,987"
2016-08-19,"61,484"
2016-08-22,"62,235"
2016-08-23,"61,766"
2016-08-24,"61,484"
2016-08-25,"61,249"
2016-08-26,"60,92"
2016-08-29,"61,099"
2016-08-30,"61,812"
2016-08-31,"61,015"
2016-09-01,"61,202"
2016-09-02,"60,733"
2016-09-05,"60,686"
2016-09-06,"60,414"
2016-09-07,"61,352"
2016-09-08,"60,743"
2016-09-09,"60,076"
2016-09-12,"59,081"
2016-09-13,"58,856"
2016-09-14,"58,903"
2016-09-15,"59,813"
2016-09-16,"59,889"
2016-09-19,"61,184"
2016-09-20,"61,86"
2016-09-21,"62,46"
2016-09-22,"63,267"
2016-09-23,"61,775"
2016-09-26,"60,676"
2016-09-27,"60,968"
2016-09-28,"60,639"
2016-09-29,"61,184"
2016-09-30,"61,025"
2016-10-03,"60,827"
2016-10-04,"61,953"
2016-10-05,"62,892"
2016-10-06,"63,127"
2016-10-07,"63,033"
2016-10-10,"65,314"
2016-10-11,"65,314"
2016-10-12,"65,492"
2016-10-13,"64,76"
2016-10-14,"64,77"
2016-10-17,"63,596"
2016-10-18,"63,615"
2016-10-19,"64,582"
2016-10-20,"65,849"
2016-10-21,"65,755"
2016-10-24,"66,384"
2016-10-25,"67,623"
2016-10-26,"69,275"
2016-10-27,"70,308"
2016-10-28,"70,984"
2016-10-31,"73,03"
2016-11-02,"70,777"
2016-11-03,"71,293"
2016-11-04,"68,656"
2016-11-07,"68,881"
2016-11-08,"69,547"
2016-11-09,"68,768"
2016-11-10,"69,82"
2016-11-14,"68,458"
2016-11-15,"69,331"
2016-11-16,"70,242"
2016-11-17,"67,895"
2016-11-18,"66,966"
2016-11-21,"70,73"
2016-11-22,"71,622"
2016-11-23,"73,546"
2016-11-24,"72,729"
2016-11-25,"72,457"
2016-11-28,"71,95"
2016-11-29,"71,556"
2016-11-30,"71,763"
2016-12-01,"72,091"
2016-12-02,"71,077"
2016-12-05,"75,471"
2016-12-06,"75,564"
2016-12-07,"76,324"
2016-12-08,"76,982"
2016-12-09,"76,419"
2016-12-12,"75,236"
2016-12-13,"77,526"
2016-12-14,"79,948"
2016-12-15,"78,287"
2016-12-16,"79,863"
2016-12-19,"81,826"
2016-12-20,"79,572"
2016-12-21,"79,788"
2016-12-22,"81,15"
2016-12-23,"80,803"
2016-12-27,"81,14"
2016-12-28,"79,976"
2016-12-29,"79,601"
2016-12-30,"80,07"
2017-01-02,"80,343"
2017-01-03,"79,554"
2017-01-04,"81,197"
2017-01-05,"83,862"
2017-01-09,"83,168"
2017-01-10,"82,886"
2017-01-11,"80,22"
2017-01-12,"81,093"
2017-01-13,"81,197"
2017-01-16,"79,826"
2017-01-17,"80,446"
2017-01-18,"80,492"
2017-01-19,"81,197"
2017-01-20,"77,442"
2017-01-23,"77,254"
2017-01-24,"77,264"
2017-01-25,"77,357"
2017-01-26,"76,503"
2017-01-27,"78,202"
2017-01-30,"76,324"
2017-01-31,"76,203"
2017-02-01,"76,784"
2017-02-02,"76,691"
2017-02-03,"78,183"
2017-02-06,"79,46"
2017-02-07,"79,028"
2017-02-08,"78,662"
2017-02-09,"81,572"
2017-02-10,"80,21"
2017-02-13,"81,553"
2017-02-14,"82,032"
2017-02-15,"83,918"
2017-02-16,"87,768"
2017-02-17,"86,829"
2017-02-20,"87,11"
2017-02-21,"90,452"
2017-02-22,"88,236"
2017-02-23,"90,489"
2017-02-24,"88,706"
2017-02-27,"88,565"
2017-02-28,"88,424"
2017-03-01,"90,02"
2017-03-02,"89,551"
2017-03-03,"90,283"
2017-03-06,"91,644"
2017-03-07,"92,17"
2017-03-08,"93,024"
2017-03-09,"92,602"
2017-03-10,"93,399"
2017-03-13,"94,666"
2017-03-14,"96,875"
2017-03-15,"97,154"
2017-03-16,"98,707"
2017-03-17,"101,52"
2017-03-20,"100,49"
2017-03-21,"98,562"
2017-03-22,"95,418"
2017-03-23,"99,17"
2017-03-24,"99,122"
2017-03-27,"95,652"
2017-03-28,"97,386"
2017-03-29,"97,386"
2017-03-30,"97,858"
2017-03-31,"93,869"
2017-04-03,"99,87"
2017-04-04,"100,82"
2017-04-05,"98,659"
2017-04-06,"97,81"
2017-04-07,"97,53"
2017-04-10,"97,627"
2017-04-11,"99,92"
2017-04-12,"100,95"
2017-04-13,"103,35"
2017-04-18,"104,67"
2017-04-19,"104,67"
2017-04-20,"105,13"
2017-04-21,"106,16"
2017-04-24,"110,76"
2017-04-25,"112,64"
2017-04-26,"114,1"
2017-04-27,"108,79"
2017-04-28,"108,89"
2017-05-02,"109,5"
2017-05-04,"110,53"
2017-05-05,"111,23"
2017-05-08,"112,83"
2017-05-09,"111,14"
2017-05-10,"110,72"
2017-05-11,"106,54"
2017-05-12,"107,01"
2017-05-15,"108,7"
2017-05-16,"104,1"
2017-05-17,"99,92"
2017-05-18,"102,98"
2017-05-19,"103,31"
2017-05-22,"104,1"
2017-05-23,"99,55"
2017-05-24,"99,411"
2017-05-25,"101,85"
2017-05-26,"98,659"
2017-05-29,"99,411"
2017-05-30,"101,28"
2017-05-31,"99,64"
2017-06-01,"98,186"
2017-06-02,"99,266"
2017-06-05,"98,138"
2017-06-06,"101,38"
2017-06-07,"102,83"
2017-06-08,"104,71"
2017-06-09,"104,43"
2017-06-12,"104,19"
2017-06-13,"104,05"
2017-06-14,"106,5"
2017-06-16,"107,24"
2017-06-19,"109,31"
2017-06-20,"111,14"
2017-06-21,"113,25"
2017-06-22,"110,67"
2017-06-23,"110,53"
2017-06-26,"109,83"
2017-06-27,"106,54"
2017-06-28,"104,95"
2017-06-29,"107,94"
2017-06-30,"105,04"
2017-07-03,"104,52"
